Site,Date,Parameter,DL,RDC,ResultRaw,ResultCalc
TL,2016-04-27,organic_carbon_total,NA,DET,20.6,20.6
TL,2016-04-27,phosphorus_dissolved,NA,DET,0.007,0.007
TL,2016-04-27,phosphorus_total,NA,DET,0.017,0.017
TL,2016-04-27,alkalinity_total,NA,DET,157,157
TL,2016-04-27,specific_conductance,NA,DET,370,370
TL,2016-04-27,total_dissolved_solids,NA,DET,243,243
TL,2016-04-27,total_suspended_solids,NA,DET,8,8
TL,2016-04-27,calcium,NA,DET,53.9,53.9
TL,2016-04-27,chloride,NA,DET,3.5,3.5
TL,2016-04-27,fluoride,0.1,BDL,0.1,0.05
TL,2016-04-27,magnesium,NA,DET,14.6,14.6
TL,2016-04-27,nitrate,NA,DET,0.31,0.31
TL,2016-04-27,nitrite,0.01,BDL,0.01,0.005
TL,2016-04-27,potassium,NA,DET,0.8,0.8
TL,2016-04-27,sodium,NA,DET,10,10
TL,2016-04-27,sulfate,NA,DET,36,36
TL,2016-04-27,chlorophyll_a,NA,DET,1.18,1.18
TL,2016-04-27,aluminum_dissolved,NA,DET,4.7,4.7
TL,2016-04-27,antimony_dissolved,NA,DET,0.1,0.1
TL,2016-04-27,arsenic_dissolved,NA,DET,0.4,0.4
TL,2016-04-27,barium_dissolved,NA,DET,43.8,43.8
TL,2016-04-27,beryllium_dissolved,0.1,BDL,0.1,0.05
TL,2016-04-27,cadmium_dissolved,0.05,BDL,0.05,0.025
TL,2016-04-27,cesium_dissolved,0.1,BDL,0.1,0.05
TL,2016-04-27,chromium_dissolved,0.1,BDL,0.1,0.05
TL,2016-04-27,cobalt_dissolved,NA,DET,0.1,0.1
TL,2016-04-27,copper_dissolved,NA,DET,0.4,0.4
TL,2016-04-27,iron_dissolved,NA,DET,42,42
TL,2016-04-27,lead_dissolved,0.1,BDL,0.1,0.05
TL,2016-04-27,lithium_dissolved,NA,DET,7.4,7.4
TL,2016-04-27,manganese_dissolved,NA,DET,38.4,38.4
TL,2016-04-27,mercury_dissolved,0.01,BDL,0.01,0.005
TL,2016-04-27,molybdenum_dissolved,NA,DET,0.7,0.7
TL,2016-04-27,nickel_dissolved,NA,DET,0.8,0.8
TL,2016-04-27,rubidium_dissolved,NA,DET,0.8,0.8
TL,2016-04-27,selenium_dissolved,0.3,BDL,0.3,0.15
TL,2016-04-27,silver_dissolved,0.5,BDL,0.5,0.25
TL,2016-04-27,strontium_dissolved,NA,DET,111,111
TL,2016-04-27,thallium_dissolved,0.1,BDL,0.1,0.05
TL,2016-04-27,titanium_dissolved,NA,DET,0.2,0.2
TL,2016-04-27,uranium_dissolved,NA,DET,0.4,0.4
TL,2016-04-27,vanadium_dissolved,NA,DET,0.1,0.1
TL,2016-04-27,zinc_dissolved,NA,DET,17.5,17.5
TL,2016-04-27,aluminum_total,NA,DET,52.8,52.8
TL,2016-04-27,antimony_total,0.1,BDL,0.1,0.05
TL,2016-04-27,arsenic_total,NA,DET,0.4,0.4
TL,2016-04-27,barium_total,NA,DET,45,45
TL,2016-04-27,beryllium_total,0.1,BDL,0.1,0.05
TL,2016-04-27,cadmium_total,0.1,BDL,0.1,0.05
TL,2016-04-27,cesium_total,0.1,BDL,0.1,0.05
TL,2016-04-27,chromium_total,NA,DET,0.2,0.2
TL,2016-04-27,cobalt_total,NA,DET,0.1,0.1
TL,2016-04-27,copper_total,NA,DET,0.4,0.4
TL,2016-04-27,iron_total,NA,DET,334,334
TL,2016-04-27,lead_total,0.1,BDL,0.1,0.05
TL,2016-04-27,lithium_total,NA,DET,7.9,7.9
TL,2016-04-27,manganese_total,NA,DET,43.3,43.3
TL,2016-04-27,mercury_total,0.01,BDL,0.01,0.005
TL,2016-04-27,molybdenum_total,NA,DET,0.8,0.8
TL,2016-04-27,nickel_total,NA,DET,0.9,0.9
TL,2016-04-27,rubidium_total,NA,DET,0.9,0.9
TL,2016-04-27,selenium_total,0.5,BDL,0.5,0.25
TL,2016-04-27,silver_total,0.1,BDL,0.1,0.05
TL,2016-04-27,strontium_total,NA,DET,112,112
TL,2016-04-27,thallium_total,0.1,BDL,0.1,0.05
TL,2016-04-27,titanium_total,NA,DET,1.8,1.8
TL,2016-04-27,uranium_total,NA,DET,0.5,0.5
TL,2016-04-27,vanadium_total,NA,DET,0.3,0.3
TL,2016-04-27,zinc_total,NA,DET,22.9,22.9
TL,2016-06-14,total_hardness,NA,DET,114,114
TL,2016-06-14,ph,NA,DET,7.88,7.88
TL,2016-06-14,ammonia,0.005,BDL,0.005,0.0025
TL,2016-06-14,nitrogen_dissolved,NA,DET,0.55,0.55
TL,2016-06-14,nitrogen_total,NA,DET,0.57,0.57
TL,2016-06-14,organic_carbon_dissolved,NA,DET,18.8,18.8
TL,2016-06-14,phosphorus_dissolved,0.002,BDL,0.002,0.001
TL,2016-06-14,phosphorus_total,NA,DET,0.008,0.008
TL,2016-06-14,alkalinity_total,NA,DET,89,89
TL,2016-06-14,specific_conductance,NA,DET,198,198
TL,2016-06-14,total_dissolved_solids,NA,DET,125,125
TL,2016-06-14,total_suspended_solids,NA,DET,6,6
TL,2016-06-14,calcium,NA,DET,34.2,34.2
TL,2016-06-14,chloride,0.7,BDL,0.7,0.35
TL,2016-06-14,fluoride,0.1,BDL,0.1,0.05
TL,2016-06-14,magnesium,NA,DET,7,7
TL,2016-06-14,nitrate,NA,DET,0.1,0.1
TL,2016-06-14,nitrite,0.01,BDL,0.01,0.005
TL,2016-06-14,potassium,NA,DET,0.3,0.3
TL,2016-06-14,sodium,NA,DET,3.5,3.5
TL,2016-06-14,sulfate,NA,DET,18,18
TL,2016-06-14,chlorophyll_a,NA,DET,0.5,0.5
TL,2016-06-14,aluminum_dissolved,NA,DET,4.9,4.9
TL,2016-06-14,antimony_dissolved,NA,DET,0.1,0.1
TL,2016-06-14,arsenic_dissolved,NA,DET,0.3,0.3
TL,2016-06-14,barium_dissolved,NA,DET,29.3,29.3
TL,2016-06-14,beryllium_dissolved,0.1,BDL,0.1,0.05
TL,2016-06-14,cadmium_dissolved,0.05,BDL,0.05,0.025
TL,2016-06-14,cesium_dissolved,0.1,BDL,0.1,0.05
TL,2016-06-14,chromium_dissolved,0.1,BDL,0.1,0.05
TL,2016-06-14,cobalt_dissolved,0.1,BDL,0.1,0.05
TL,2016-06-14,copper_dissolved,0.2,BDL,0.2,0.1
TL,2016-06-14,iron_dissolved,NA,DET,62,62
TL,2016-06-14,lead_dissolved,0.1,BDL,0.1,0.05
TL,2016-06-14,lithium_dissolved,NA,DET,3.6,3.6
TL,2016-06-14,manganese_dissolved,NA,DET,1.9,1.9
TL,2016-06-14,molybdenum_dissolved,NA,DET,0.3,0.3
TL,2016-06-14,nickel_dissolved,NA,DET,0.5,0.5
TL,2016-06-14,rubidium_dissolved,NA,DET,0.4,0.4
TL,2016-06-14,selenium_dissolved,0.3,BDL,0.3,0.15
TL,2016-06-14,silver_dissolved,0.6,BDL,0.6,0.3
TL,2016-06-14,strontium_dissolved,NA,DET,66,66
TL,2016-06-14,thallium_dissolved,0.1,BDL,0.1,0.05
TL,2016-06-14,titanium_dissolved,NA,DET,0.1,0.1
TL,2016-06-14,uranium_dissolved,NA,DET,0.1,0.1
TL,2016-06-14,vanadium_dissolved,NA,DET,0.1,0.1
TL,2016-06-14,zinc_dissolved,0.4,BDL,0.4,0.2
TL,2016-06-14,aluminum_total,NA,DET,149,149
TL,2016-06-14,antimony_total,0.1,BDL,0.1,0.05
TL,2016-06-14,arsenic_total,NA,DET,0.4,0.4
TL,2016-06-14,barium_total,NA,DET,31.1,31.1
TL,2016-06-14,beryllium_total,0.1,BDL,0.1,0.05
TL,2016-06-14,cadmium_total,0.1,BDL,0.1,0.05
TL,2016-06-14,cesium_total,0.1,BDL,0.1,0.05
TL,2016-06-14,chromium_total,NA,DET,0.2,0.2
TL,2016-06-14,cobalt_total,0.1,BDL,0.1,0.05
TL,2016-06-14,copper_total,NA,DET,0.3,0.3
TL,2016-06-14,iron_total,NA,DET,247,247
TL,2016-06-14,lead_total,0.1,BDL,0.1,0.05
TL,2016-06-14,lithium_total,NA,DET,3.2,3.2
TL,2016-06-14,manganese_total,NA,DET,16.6,16.6
TL,2016-06-14,molybdenum_total,NA,DET,0.4,0.4
TL,2016-06-14,nickel_total,NA,DET,0.6,0.6
TL,2016-06-14,rubidium_total,NA,DET,0.7,0.7
TL,2016-06-14,selenium_total,0.5,BDL,0.5,0.25
TL,2016-06-14,silver_total,0.1,BDL,0.1,0.05
TL,2016-06-14,strontium_total,NA,DET,65.5,65.5
TL,2016-06-14,thallium_total,0.1,BDL,0.1,0.05
TL,2016-06-14,titanium_total,NA,DET,3.9,3.9
TL,2016-06-14,uranium_total,NA,DET,0.1,0.1
TL,2016-06-14,vanadium_total,NA,DET,0.5,0.5
TL,2016-06-14,zinc_total,5,BDL,5,2.5
TL,2016-10-14,total_hardness,NA,DET,141,141
TL,2016-10-14,ph,NA,DET,8.24,8.24
TL,2016-10-14,ammonia,0.005,BDL,0.005,0.0025
TL,2016-10-14,nitrogen_dissolved,NA,DET,0.58,0.58
TL,2016-10-14,nitrogen_total,NA,DET,0.58,0.58
TL,2016-10-14,organic_carbon_dissolved,NA,DET,19.6,19.6
TL,2016-10-14,phosphorus_dissolved,NA,DET,0.003,0.003
TL,2016-10-14,phosphorus_total,NA,DET,0.009,0.009
TL,2016-10-14,alkalinity_total,NA,DET,124,124
TL,2016-10-14,specific_conductance,NA,DET,255,255
TL,2016-10-14,total_dissolved_solids,NA,DET,181,181
TL,2016-10-14,total_suspended_solids,3,BDL,3,1.5
TL,2016-10-14,calcium,NA,DET,42.9,42.9
TL,2016-10-14,chloride,NA,DET,1.4,1.4
TL,2016-10-14,fluoride,0.1,BDL,0.1,0.05
TL,2016-10-14,magnesium,NA,DET,8.2,8.2
TL,2016-10-14,nitrate,NA,DET,0.21,0.21
TL,2016-10-14,nitrite,0.01,BDL,0.01,0.005
TL,2016-10-14,potassium,NA,DET,0.5,0.5
TL,2016-10-14,sodium,NA,DET,4.3,4.3
TL,2016-10-14,sulfate,NA,DET,16,16
TL,2016-10-14,aluminum_dissolved,NA,DET,4.2,4.2
TL,2016-10-14,antimony_dissolved,NA,DET,0.1,0.1
TL,2016-10-14,arsenic_dissolved,NA,DET,0.3,0.3
TL,2016-10-14,barium_dissolved,NA,DET,29.5,29.5
TL,2016-10-14,beryllium_dissolved,0.1,BDL,0.1,0.05
TL,2016-10-14,cadmium_dissolved,0.05,BDL,0.05,0.025
TL,2016-10-14,cesium_dissolved,0.1,BDL,0.1,0.05
TL,2016-10-14,chromium_dissolved,0.1,BDL,0.1,0.05
TL,2016-10-14,cobalt_dissolved,0.1,BDL,0.1,0.05
TL,2016-10-14,copper_dissolved,0.2,BDL,0.2,0.1
TL,2016-10-14,iron_dissolved,NA,DET,107,107
TL,2016-10-14,lead_dissolved,0.1,BDL,0.1,0.05
TL,2016-10-14,lithium_dissolved,NA,DET,4,4
TL,2016-10-14,manganese_dissolved,NA,DET,6.6,6.6
TL,2016-10-14,molybdenum_dissolved,NA,DET,0.3,0.3
TL,2016-10-14,nickel_dissolved,NA,DET,0.4,0.4
TL,2016-10-14,rubidium_dissolved,NA,DET,0.6,0.6
TL,2016-10-14,selenium_dissolved,0.3,BDL,0.3,0.15
TL,2016-10-14,silver_dissolved,0.7,BDL,0.7,0.35
TL,2016-10-14,strontium_dissolved,NA,DET,84.3,84.3
TL,2016-10-14,thallium_dissolved,0.1,BDL,0.1,0.05
TL,2016-10-14,titanium_dissolved,NA,DET,0.2,0.2
TL,2016-10-14,uranium_dissolved,NA,DET,0.2,0.2
TL,2016-10-14,vanadium_dissolved,NA,DET,0.1,0.1
TL,2016-10-14,zinc_dissolved,0.4,BDL,0.4,0.2
TL,2016-10-14,aluminum_total,NA,DET,28.7,28.7
TL,2016-10-14,antimony_total,0.1,BDL,0.1,0.05
TL,2016-10-14,arsenic_total,NA,DET,0.3,0.3
TL,2016-10-14,barium_total,NA,DET,31.9,31.9
TL,2016-10-14,beryllium_total,0.1,BDL,0.1,0.05
TL,2016-10-14,cadmium_total,0.1,BDL,0.1,0.05
TL,2016-10-14,cesium_total,0.1,BDL,0.1,0.05
TL,2016-10-14,chromium_total,0.1,BDL,0.1,0.05
TL,2016-10-14,cobalt_total,0.1,BDL,0.1,0.05
TL,2016-10-14,copper_total,0.2,BDL,0.2,0.1
TL,2016-10-14,iron_total,NA,DET,225,225
TL,2016-10-14,lead_total,0.1,BDL,0.1,0.05
TL,2016-10-14,lithium_total,NA,DET,4.2,4.2
TL,2016-10-14,manganese_total,NA,DET,12,12
TL,2016-10-14,molybdenum_total,NA,DET,0.3,0.3
TL,2016-10-14,nickel_total,NA,DET,0.5,0.5
TL,2016-10-14,rubidium_total,NA,DET,0.7,0.7
TL,2016-10-14,selenium_total,0.5,BDL,0.5,0.25
TL,2016-10-14,silver_total,0.1,BDL,0.1,0.05
TL,2016-10-14,strontium_total,NA,DET,89.8,89.8
TL,2016-10-14,thallium_total,0.1,BDL,0.1,0.05
TL,2016-10-14,titanium_total,NA,DET,0.8,0.8
TL,2016-10-14,uranium_total,NA,DET,0.2,0.2
TL,2016-10-14,vanadium_total,NA,DET,0.2,0.2
TL,2016-10-14,zinc_total,NA,DET,7.9,7.9
